src,invoice_number,invoice_date,due_date,seller_name,client_name,total,tax,n_items,amt
batch1_2,71963176,01/31/2019,,"Brown, Grant and Young",Stewart Ltd,"142,11","12,92",5,14211.0
batch1_2,72026666,12/04/2012,,"Parrish, Anderson and Banks","Hansen, Campbell and Boyd","53 782,93",10%,7,5378293.0
batch1_2,22537855,07/03/2013,,"Barton, Garcia and Richards","Wilson, Wagner and Newman","10 559,00","959,91",6,1055900.0
batch1_2,41997527,02/02/2021,,"Hernandez, Guzman and Lopez",Cox LLC,78.54,7.14,1,78.54
batch1_2,99053443,06/04/2019,,"Chavez, Morton and Gonzales","Walters, Cantu and Duran","229,79","20,89",4,22979.0
batch1_2,87433420,04/26/2015,,"James, Becker and Walters",Rios PLC,698.91,63.54,6,698.91
batch1_2,64218159,11/09/2013,,Price-Bishop,"Mata, Pena and Avery",64.67,5.88,4,64.67
batch1_2,78190005,01/09/2016,,"Simmons, Jones and Jones",Medina and Sons,4146.50,376.95,5,4146.5
batch1_2,29333870,03/06/2021,,Watson-Harris,Castillo-Obrien,10.99,1.00,1,10.99
batch1_2,48757480,02/28/2021,,"Murray, Deleon and Larson","Hogan, House and Braun",270.28,24.57,6,270.28
batch1_2,19832522,09/27/2016,,Cunningham-Richmond,"Parks, Hardin and Hines",76.91,6.99,2,76.91
batch1_2,70646996,12/04/2018,,"Love, Smith and Harris",Rogers Inc,97.33,8.85,3,97.33
batch1_2,77097467,05/03/2019,,"Monroe, Dillon and Henderson","Lopez, Jordan and Jimenez",6369.92,636.99,4,6369.92
batch1_2,78984257,10/20/2019,,"Hernandez, Brown and Rodriguez",Petersen-Best,30 468.27,2 769.84,3,30468.27
batch1_2,84408619,08/19/2019,,Johnston and Sons,Chang-Doyle,5687.30,517.03,5,5687.3
batch1_2,93769983,06/01/2019,,"Brown, King and Henry","Jones, Swanson and Smith",28 940.34,2 630.94,3,28940.34
batch1_2,41925448,08/19/2019,,Keith LLC,Wang Ltd,395.96,36.00,1,395.96
batch1_2,80918693,06/19/2020,,Charles-Parsons,"Jacobs, Patterson and Church",748.24,68.02,6,748.24
batch1_2,65428348,07/27/2017,,Perez Ltd,Diaz LLC,672.08,61.10,5,672.08
batch1_2,56014042,10/01/2014,,Nichols-Barajas,Mckay PLC,65.45,5.95,2,65.45
batch1_2,52721574,04/13/2019,,Young-Wilkinson,Robertson Inc,5224.97,475.00,3,5224.97
batch1_2,96452603,03/12/2016,,Summers-Bradley,Ochoa and Sons,458.96,41.72,1,458.96
batch1_2,65923175,12/13/2019,,Hurst-Humphrey,Huber-Johnson,891.00,81.00,1,891.0
batch1_2,58162869,05/18/2019,,"Foster, Jones and Contreras",Stevens and Sons,"36 210,72","3 291,88",5,3621072.0
batch1_2,34108072,10/05/2014,,"Arnold, Watson and Taylor",Mcclure-Thompson,181.50,16.50,1,181.5
batch1_2,60400209,10/02/2017,,White PLC,Elliott-Cole,257.19,23.38,3,257.19
batch1_2,69045418,06/09/2015,,Thompson-Hopkins,Zavala-Brooks,26.94,2.45,2,26.94
batch1_2,81163184,10/23/2017,,Harrison-Melton,Hoffman-Daniel,4.36,0.40,1,4.36
batch1_2,19136863,11/15/2013,,Lewis Group,"Avila, Garcia and Murray","2 521,04","229,19",5,252104.0
batch1_2,65059169,09/12/2018,,Rodriguez-Harrington,Smith Group,1017.45,92.50,5,1017.45
batch1_2,26838088,05/16/2017,,Montoya PLC,Moss Inc,174.65,15.88,6,174.65
batch1_2,14941401,07/28/2020,,Harris-Jones,"Oconnor, Hubbard and Jackson",605.00,55.00,2,605.0
batch1_2,11764566,06/01/2018,,"Bernard, Lang and Guerra",Arnold Group,97.75,8.89,2,97.75
batch1_2,55236311,10/21/2017,,Hill PLC,Ward-Lindsey,139.66,12.70,4,139.66
batch1_2,95877096,07/01/2016,,"Allen, Johnson and Edwards","Gomez, Mercado and Nichols","529,90","48,17",3,52990.0
batch1_2,83347787,06/05/2013,,"Williams, Coleman and Parrish",Lyons-Manning,557.85,50.71,6,557.85
batch1_2,64516079,12/14/2020,,Flores PLC,"Schmidt, Carrillo and Estes",48.37,4.40,2,48.37
batch1_2,68864619,01/16/2015,,Holt-Mooney,"Daniel, Sutton and Stevens",9.00,0.82,1,9.0
batch1_2,38096197,02/23/2019,,Cook-Ortiz,Morgan LLC,27.23,2.48,1,27.23
batch1_2,90253965,05/23/2013,,Rios-Ramirez,"Tate, Scott and Kennedy","26 677,20","2 425,20",2,2667720.0
batch1_2,45205576,11/18/2015,,Garner-Henson,"Paul, Moore and Rojas",6874.44,624.95,7,6874.44
batch1_2,46405643,05/16/2018,,Wilson Inc,Burke-Nelson,3098.57,281.69,6,3098.57
batch1_2,12342928,04/12/2019,,Robinson and Sons,"Hanna, Mathis and Zuniga",819.69,74.52,7,819.69
batch1_2,79434652,06/22/2013,,Ware Group,Keller Inc,231.12,21.01,4,231.12
batch1_2,53923577,04/19/2017,,"Hamilton, Martin and Benson","Knapp, Moore and Cooper",1 938.76,176.25,2,1938.76
batch1_2,27301261,10/09/2012,,Williams LLC,Hernandez-Anderson,"544,46","49,50",7,54446.0
batch1_2,53989435,11/29/2013,,Kennedy PLC,Ramirez and Sons,"18 454,56","1 677,69",2,1845456.0
batch1_2,63433526,09/08/2017,,Rangel Inc,Hudson Ltd,572.00,52.00,1,572.0
batch1_2,88273503,01/17/2021,,Clark and Sons,Rodriguez-Jennings,549.98,50.00,1,549.98
batch1_2,56114837,10/30/2013,,"Davis, Garrett and Nichols",Hill-Smith,109.96,10.00,1,109.96
batch1_2,16979918,02/18/2018,,Wood Ltd,"Patterson, Trevino and Browning",4640.50,421.86,3,4640.5
batch1_2,50368630,10/08/2018,,"Dominguez, Hunt and Garcia","Knight, Contreras and Roberts","36 623,38","3 329,40",3,3662338.0
batch1_2,66002809,11/07/2017,,Bailey Inc,Chen-Higgins,569.21,51.75,6,569.21
batch1_2,59506452,11/20/2017,,"Alexander, Schneider and Russo",Graham-Martinez,67719.34,6156.30,6,67719.34
batch1_2,67411769,01/13/2013,,Colon and Sons,Estes-Ferguson,341.63,31.06,2,341.63
batch1_2,28753573,07/28/2012,,Reynolds PLC,"Gordon, Crawford and Jacobs",65.97,6.00,1,65.97
batch1_2,89404218,10/17/2017,,Rivera LLC,Zamora-Robbins,503.92,45.81,4,503.92
batch1_2,35977350,04/01/2016,,Richardson PLC,Alvarado and Sons,1497.90,136.17,6,1497.9
batch1_2,23710540,12/13/2011,,Graham-Thompson,"Wang, Mann and Johnson",50.19,4.56,4,50.19
batch1_2,99034529,08/16/2011,,Patterson-Bryant,Allen-Alvarez,"680,34","61,85",1,68034.0
batch1_2,83087418,08/21/2019,,"Perez, Hurst and Martinez","Kemp, Barber and Hanson",48416.63,4401.51,4,48416.63
batch1_2,45241268,10/25/2018,,"Terry, Forbes and Franklin",Goodman-Rangel,220.44,20.04,2,220.44
batch1_2,72473480,10/30/2020,,"Lee, Taylor and Thompson",Ball and Sons,82.20,7.47,4,82.2
batch1_2,77256632,05/05/2013,,Cox-Ortega,Giles Inc,15.36,1.40,1,15.36
batch1_2,46569899,10/14/2018,,Cooper PLC,"Harris, Robles and Martinez",2348.08,213.46,7,2348.08
batch1_2,24364764,04/04/2012,,Martinez LLC,Brown-Sullivan,52.44,4.77,3,52.44
batch1_2,38996645,02/16/2015,,Barnett-Hughes,Orr-Morales,302.39,27.49,3,302.39
batch1_2,77281821,01/13/2014,,Stephens LLC,"Ramirez, Anderson and Hughes","29897,50","2717,95",7,2989750.0
batch1_2,74825616,11/10/2011,,"White, Roy and Mcdaniel",Grant PLC,471.15,42.83,2,471.15
batch1_2,37535203,07/13/2015,,Garcia-Burton,Miranda-Nielsen,475.75,43.25,6,475.75
batch1_2,91203765,12/18/2019,,Knight-Velez,Nichols-Williams,606.66,55.15,4,606.66
batch1_2,38166771,08/09/2018,,"Long, Mcclain and Harmon",Henry Ltd,51.70,4.70,1,51.7
batch1_2,46301857,04/08/2017,,Murphy-Sanders,"Parker, Graham and Swanson",65.29,5.94,2,65.29
batch1_2,35494837,04/02/2019,,Smith-Peterson,Cabrera Ltd,95.94,8.72,5,95.94
batch1_2,12335640,12/31/2018,,Curry Inc,Tapia Inc,387.09,35.19,3,387.09
batch1_2,10541959,02/19/2017,,Alvarez-Woods,Smith-Haynes,28.75,2.61,3,28.75
batch1_2,35050964,11/18/2011,,Soto-Carson,"Wong, Le and Hall",664.02,60.37,7,664.02
batch1_2,13869338,06/24/2018,,Torres-Mendez,Burnett-Garcia,5589.55,508.14,5,5589.55
batch1_2,76588527,11/21/2018,,Oliver and Sons,Kirby-Charles,747.96,68.00,2,747.96
batch1_2,84663031,08/02/2020,,Curtis Group,Berry-Barnes,126.08,11.46,2,126.08
batch1_2,52676405,09/02/2017,,Phillips-Barnes,Avila-Miller,"165,94","15,09",2,16594.0
batch1_2,97294846,05/23/2020,,Morgan and Sons,"Fuller, Baldwin and Michael",264.09,24.01,7,264.09
batch1_2,65545038,06/21/2018,,Reyes Ltd,Roberts-Kelly,420.39,38.22,4,420.39
batch1_2,39390025,01/17/2019,,Miller PLC,Sullivan-Sanchez,"1332,32","121,12",2,133232.0
batch1_2,57976720,01/02/2018,,Mcintosh-Taylor,"Casey, Watkins and Delgado","916,21","83,29",1,91621.0
batch1_2,43453121,03/24/2021,,Wise and Sons,"Moran, Taylor and Myers",201.06,18.28,4,201.06
batch1_2,41389063,03/17/2021,,"Carpenter, Robinson and Jackson","Davis, Li and Coleman",16.14,1.47,1,16.14
batch1_2,29494035,04/09/2016,,"Ray, Diaz and Montes",Kim-Mueller,2188.91,198.99,5,2188.91
batch1_2,98418938,08/31/2018,,Hill-Jones,"Johnson, Anderson and Hartman",1286.99,117.00,3,1286.99
batch1_2,27139567,07/14/2017,,"Vargas, Miller and Miller","Morris, Gentry and Nguyen",48517.63,4410.69,5,48517.63
batch1_2,25796631,07/03/2013,,"Mercado, Fields and Lewis",Rogers-Jones,257.95,23.45,5,257.95
batch1_2,65507091,07/30/2014,,"Pacheco, Simmons and Coleman",Hensley LLC,"67 572,13","6 142,92",6,6757213.0
batch1_2,39338291,03/07/2017,,Mcdonald LLC,Carey PLC,275.00,25.00,1,275.0
batch1_2,83613779,06/25/2014,,Larson-Grant,"Weiss, Beard and Ayala",897.52,81.59,5,897.52
batch1_2,19961329,02/24/2015,,Martin Group,Cox-Hall,40.69,3.70,1,40.69
batch1_2,38870308,08/01/2019,,Dunn-Campbell,"Ramirez, Donaldson and Lane",328.83,29.89,4,328.83
batch1_2,40345107,04/02/2013,,Thomas-Mitchell,Roberts-Wolfe,175.30,15.94,4,175.3
batch1_2,82869381,09/16/2016,,King-Lawrence,James-Jones,497.98,45.27,7,497.98
batch1_2,51719586,08/25/2012,,"Oliver, Rodriguez and Taylor",Taylor-Neal,3.29,0.30,1,3.29
batch1_2,66017174,03/26/2021,,Williams-Merritt,"Richards, Johnson and Harper",5 888.80,535.35,6,5888.8
batch1_2,15665127,11/03/2020,,Greene Ltd,"Cruz, Martinez and Jones",2 345.76,213.25,6,2345.76
batch1_2,77725914,09/01/2018,,"Sims, Salinas and Tanner","Coleman, Mccoy and Cooper",812.56,81.26,7,812.56
batch1_2,63665479,02/12/2017,,Lowery LLC,Carrillo-Montoya,176.00,16.00,1,176.0
batch1_2,75367021,11/12/2018,,Martinez-Ramirez,"Lawrence, Stevens and Robinson","36 651,71","3 331,97",7,3665171.0
batch1_2,69941787,03/03/2012,,Hanson PLC,Nelson-Chandler,"35 572,00","3 233,82",2,3557200.0
batch1_2,18001573,12/30/2012,,Mcgrath-Ruiz,"Chavez, Burke and Jones",111.07,10.10,3,111.07
batch1_2,87844093,04/09/2021,,Snyder-Lane,Lozano PLC,7328.87,666.26,7,7328.87
batch1_2,35034639,03/12/2015,,"Jones, Bryant and Ball",Jenkins Inc,109.94,9.99,1,109.94
batch1_2,20527132,04/16/2018,,Smith-Flores,"Roberts, Wilson and Galloway",1208.85,109.90,4,1208.85
batch1_2,16575103,07/03/2016,,Sheppard-Mendez,Charles-Garner,"280,50","25,50",1,28050.0
batch1_2,57114004,03/20/2012,,Parker-Gonzalez,"Gardner, Hernandez and Hart",14.82,1.35,1,14.82
batch1_2,93910733,01/18/2018,,Smith-Ramirez,"Reid, Ryan and Butler",4643.14,422.10,6,4643.14
batch1_2,59482422,02/22/2016,,Avila-Espinoza,"Davis, Miller and Mcfarland","934,31","84,94",4,93431.0
batch1_2,76903393,07/24/2012,,"Young, Owens and Hall",King-Wells,5230.40,475.49,7,5230.4
batch1_2,30386285,09/28/2020,,Wagner-Weaver,Rodriguez and Sons,23844.07,2167.64,6,23844.07
batch1_2,54350218,07/29/2018,,Lawrence LLC,"Richards, Pittman and Scott",482.25,43.84,7,482.25
batch1_2,37999492,10/22/2017,,Smith Ltd,"Jones, Miller and Yoder",4 949.18,449.93,6,4949.18
batch1_2,28590433,09/27/2016,,White Group,Hoffman Inc,15 804.54,1 436.78,7,15804.54
batch1_2,42063568,06/21/2016,,Malone-Gonzalez,Kim-Anderson,"2 977,67","270,70",6,297767.0
batch1_2,39190235,02/18/2019,,"Rich, White and Ryan","Mitchell, Knight and Hale",2506.78,227.89,7,2506.78
batch1_2,75499908,11/15/2017,,Salazar PLC,Daniel LLC,"1 161,01","105,55",7,116101.0
batch1_2,62515232,11/14/2019,,Cox-Mendoza,Yang LLC,"14 934,73","1 357,70",5,1493473.0
batch1_2,52337235,05/30/2020,,Nicholson and Sons,"Gallegos, Shea and Lawson","507,47","46,13",4,50747.0
batch1_2,45290929,05/19/2014,,"Garcia, Smith and Nelson",Garrison Inc,71.39,6.49,2,71.39
batch1_2,56513760,10/25/2011,,Lyons-Murphy,Lawrence LLC,7110.40,646.40,5,7110.4
batch1_2,90885385,12/26/2012,,"Gross, Williams and Robinson","Randall, Murphy and Bowman",397.96,36.18,7,397.96
batch1_2,67651165,05/25/2018,,Harris Ltd,"Atkins, Benton and Cortez",614.05,61.41,6,614.05
batch1_2,95635623,08/11/2019,,"Jones, English and Perry",Diaz Ltd,"397,51","36,14",5,39751.0
batch1_2,85736423,10/06/2019,,"Mcdowell, Marsh and Hall",Flynn-Anderson,"2 161,30","196,48",5,216130.0
batch1_2,70123184,01/28/2016,,"Kelly, Hernandez and Vaughan",Cooley Ltd,749.99,68.18,7,749.99
batch1_2,79917076,05/13/2021,,"Green, Oliver and Smith","Davenport, Cooper and Clayton",15488.29,1408.03,7,15488.29
batch1_2,27484701,11/16/2017,,"Stevens, Wright and Wright",Galloway PLC,6220.32,565.48,6,6220.32
batch1_2,25939833,03/28/2014,,Rodgers LLC,Peterson Ltd,"3 933,72","357,61",7,393372.0
batch1_2,60263180,10/11/2012,,"Costa, Swanson and Pittman",Johnson Inc,488.70,44.43,6,488.7
batch1_2,68298216,07/16/2011,,Murphy PLC,"Smith, Le and Johnson",391.55,35.60,7,391.55
batch1_2,19537372,07/28/2012,,Richardson LLC,Rodriguez Ltd,6016.84,546.99,7,6016.84
batch1_2,33385243,09/25/2013,,Coffey-Smith,"Russo, Fernandez and May","2 900,15","263,65",5,290015.0
batch1_2,15685761,05/15/2017,,Clark Ltd,Cunningham-Williams,14.82,1.35,1,14.82
batch1_2,69649998,04/11/2017,,"Palmer, Jordan and Shannon","Jackson, Gomez and Dillon",8679.00,789.00,3,8679.0
batch1_2,55735711,11/03/2017,,"Reese, Henderson and Pollard",Mathis-Berry,"52 697,26","4 790,66",2,5269726.0
batch1_2,99763738,06/14/2017,,Wheeler-Dawson,"Franklin, Alexander and Ford",403.25,36.66,3,403.25
batch1_2,77939527,10/21/2013,,Moore Group,Russo-Sexton,116.29,10.57,7,116.29
batch1_2,11489615,07/06/2016,,Jones-Flores,Fields and Sons,303.29,27.57,5,303.29
batch1_2,49458748,03/08/2019,,"Cameron, Palmer and Martin",Martin-Flores,1143.66,103.97,3,1143.66
batch1_2,60358070,03/29/2019,,Vasquez-Hogan,Compton-Hahn,8695.03,790.46,5,8695.03
batch1_2,30592071,08/22/2016,,Spencer PLC,Woods PLC,143.00,13.00,1,143.0
batch1_2,27543706,07/20/2020,,"Kaiser, Hays and Cook",Holland PLC,48801.10,4436.46,5,48801.1
batch1_2,62312762,03/08/2019,,Lambert-Murphy,Dalton-Pope,1080.08,98.19,3,1080.08
batch1_2,85583861,11/29/2020,,Wong and Sons,Blankenship-Yates,6236.91,566.99,6,6236.91
batch1_2,88630006,02/18/2017,,Pena-White,"Barton, Haynes and Washington","33 794,35","3 072,21",5,3379435.0
batch1_2,84404809,09/11/2011,,Tucker-Wilson,Bishop-Taylor,"123,09","11,19",3,12309.0
batch1_2,41210651,12/12/2011,,"White, Warren and Sheppard",Holloway-Wright,343.90,34.39,5,343.9
batch1_2,38794127,03/11/2013,,Cohen Ltd,Byrd-George,345.74,31.43,7,345.74
batch1_2,70521557,04/12/2020,,Houston-Jacobs,Ramirez-Williams,117.60,10.69,3,117.6
batch1_2,90841776,01/12/2019,,Brandt-Hunter,Brennan-Smith,110.00,10.00,1,110.0
batch1_2,66172709,02/27/2015,,Adams Inc,Ferguson Inc,"72 257,70","6 568,88",7,7225770.0
batch1_2,10823698,09/26/2020,,Hernandez Ltd,Huerta-Cortez,"57 483,07","5 225,73",6,5748307.0
batch1_2,90172850,09/22/2012,,"Johnson, Johnson and Clark","Morgan, Farmer and Cook",71.96,6.54,4,71.96
batch1_2,67583819,06/01/2012,,Gibson Ltd,Gomez-Martinez,978.64,88.97,7,978.64
batch1_2,22819126,09/05/2012,,Jimenez-Jones,Rojas and Sons,"3 948,95","359,00",2,394895.0
batch1_2,26343874,07/17/2013,,Smith Ltd,Herring-Floyd,3490.29,317.30,5,3490.29
batch1_2,51608394,04/17/2015,,"Mays, Garner and Jordan",Kramer-Moody,998.53,90.78,3,998.53
batch1_2,43106482,06/15/2019,,Graham-Gonzalez,"Vincent, Johnson and Cortez",295.44,26.86,3,295.44
batch1_2,65882528,01/08/2014,,"Andrews, Smith and Simon","Hale, Adams and Kramer",160.33,14.58,4,160.33
batch1_2,79128264,12/31/2014,,Rivera-Thompson,"Pearson, Gibbs and Ayala",382.98,34.82,5,382.98
batch1_2,74782862,02/17/2012,,White Group,"Chavez, Harrell and Parker","1 665,40","151,40",7,166540.0
batch1_3,96556696,02/25/2016,,"Paul, Wilson and Gonzalez",Miller PLC,1025.61,93.24,5,1025.61
batch1_3,95894022,07/17/2014,,"Wilson, Sullivan and Lucas","Cruz, Miller and Brown",169.34,15.39,2,169.34
batch1_3,17585415,09/26/2016,,"Erickson, Hunt and Gonzales",Carey-Montgomery,464.87,42.26,4,464.87
batch1_3,27702906,08/06/2015,,Mcclain Group,Moore PLC,"10661,46","969,22",6,1066146.0
batch1_3,34310027,09/06/2016,,Moore Ltd,Thomas-Lee,293.05,26.64,7,293.05
batch1_3,48650328,01/23/2019,,Dunn PLC,Steele PLC,"3120,51","283,68",4,312051.0
batch1_3,27892893,01/16/2020,,Reeves-Campbell,Duncan and Sons,16691.02,1517.37,6,16691.02
batch1_3,81205197,11/23/2016,,Lindsey Inc,"Hawkins, Robinson and Pittman",1126.13,102.38,1,1126.13
batch1_3,38557956,08/16/2013,,Lopez-Fitzgerald,"Wilson, Freeman and Lyons",584.48,53.13,6,584.48
batch1_3,83514460,06/10/2019,,"Hawkins, Howard and Acosta",Mason Group,395.99,36.00,2,395.99
batch1_3,13044521,01/02/2013,,Johnson Group,Garcia and Sons,"53 078,96","4 825,36",2,5307896.0
batch1_3,94404257,07/03/2013,,Cruz PLC,Sandoval-Phillips,"138,90","12,63",7,13890.0
batch1_3,79587541,08/02/2014,,Baker-Wagner,"Horton, Gillespie and Moore",10.99,1.00,1,10.99
batch1_3,87689704,03/24/2020,,Lynch-Young,Gonzalez-Williams,687.50,62.50,1,687.5
batch1_3,88834769,08/18/2011,,Kent LLC,Gonzales PLC,37.38,3.40,1,37.38
batch1_3,36063205,01/06/2016,,Morse PLC,Webster Group,110.00,10.00,1,110.0
batch1_3,97410469,02/12/2018,,"Nelson, Beard and Hill",Kidd Group,167.57,15.23,4,167.57
batch1_3,15226383,12/13/2012,,Banks Group,Hudson-Calderon,331.99,30.18,4,331.99
batch1_3,54896869,01/20/2019,,Arnold PLC,Odonnell-Kirk,33 527.36,3 047.94,6,33527.36
batch1_3,53192110,07/28/2019,,Rogers Group,"George, Solis and Roberts",16.47,1.50,1,16.47
batch1_3,60241381,10/02/2018,,Stevens-Black,"Higgins, Bautista and Harrison",115.39,10.49,2,115.39
batch1_3,90068152,08/11/2018,,Rice Group,Clark-Lopez,577.31,52.48,2,577.31
batch1_3,99788357,10/14/2018,,Lee-Everett,"Valdez, Young and Ingram",4.36,0.40,1,4.36
batch1_3,94198533,08/03/2015,,"Russell, Andrews and Hayes",Brooks Group,2350.26,213.66,6,2350.26
batch1_3,92034501,12/12/2015,,"Smith, Anderson and Johnson","Rodriguez, Johnson and David",15764.17,1433.11,5,15764.17
batch1_3,70284416,04/15/2012,,Johnson PLC,Marshall-Perez,32.97,3.00,2,32.97
batch1_3,92631946,09/05/2020,,Allen-Smith,"Alexander, Gibson and Le","1 152,24","104,75",3,115224.0
batch1_3,19005698,04/27/2019,,Costa PLC,"Middleton, Lee and Peters",84274.59,7661.33,7,84274.59
batch1_3,25864435,01/08/2018,,"Frazier, Ruiz and Robertson",Glover-Welch,1186.57,107.87,3,1186.57
batch1_3,84635791,04/17/2020,,"Jimenez, Cummings and Ross",Jones Ltd,351.96,32.00,1,351.96
batch1_3,64125453,03/25/2013,,Soto and Sons,Campos PLC,296.91,26.99,3,296.91
batch1_3,21628539,01/25/2018,,Camacho Group,Hall Inc,262.63,23.88,2,262.63
batch1_3,43825047,05/09/2020,,"Diaz, Bryan and Garcia",Price-Williams,3762.43,342.04,3,3762.43
batch1_3,72455228,05/11/2021,,"Potts, Reed and Miller",Brady LLC,2155.98,196.00,6,2155.98
batch1_3,48186352,06/10/2013,,Silva-Horn,Gonzalez-Brown,961.36,87.40,5,961.36
batch1_3,76658127,10/23/2011,,Crawford-Byrd,Sherman PLC,628.00,57.09,4,628.0
batch1_3,54533510,02/10/2021,,Tucker Inc,Skinner Group,63.69,5.79,3,63.69
batch1_3,26110076,05/20/2012,,Barnes Ltd,Turner-Palmer,1657.58,150.69,7,1657.58
batch1_3,32717637,01/08/2013,,Armstrong and Sons,Daniels-Miles,119.87,10.90,7,119.87
batch1_3,49106170,04/30/2013,,Jackson-Johnson,"Huerta, Graham and Campbell","8 905,77","809,62",7,890577.0
batch1_3,37702939,03/02/2013,,Martinez Inc,Lopez Inc,521.64,47.42,3,521.64
batch1_3,37020779,12/23/2019,,"Duke, Levy and Arnold",Jenkins-Lewis,394.34,35.85,2,394.34
batch1_3,98341217,09/16/2011,,"Marks, Hoover and Miles",Huynh-Pacheco,251.65,22.88,7,251.65
batch1_3,75106829,09/03/2011,,"Young, Gonzalez and Russell","Adams, Garza and Lynch",354.15,32.20,4,354.15
batch1_3,69087316,08/12/2011,,Simmons-Henry,Adkins LLC,91.39,8.31,4,91.39
batch1_3,55979366,01/21/2016,,Johnson PLC,Gonzalez-Aguilar,459.79,41.80,7,459.79
batch1_3,51265939,11/16/2016,,"Leonard, Forbes and Allen",Weaver-Carr,"5 906,47","536,95",5,590647.0
batch1_3,35302925,12/18/2012,,Hutchinson PLC,Melton-Gutierrez,19 938.20,1 812.56,3,19938.2
batch1_3,19512841,06/18/2012,,Camacho-Stewart,Fleming Ltd,"1 102,90","100,26",1,110290.0
batch1_3,26388025,09/01/2018,,"Green, Sanchez and Shannon",Robertson-Davis,20.72,1.88,1,20.72
batch1_3,27216737,05/23/2018,,"Nicholson, Hamilton and Holder",Campbell and Sons,"18 561,36","1 687,40",2,1856136.0
batch1_3,60882295,12/11/2013,,"Johnson, Perez and Zhang",Palmer-Johnson,623.65,62.37,5,623.65
batch1_3,86091106,09/22/2013,,Diaz-Nguyen,Strong-Chavez,648.93,58.99,5,648.93
batch1_3,47015720,01/29/2019,,"Huber, Graves and Jensen","Robbins, Kelley and Lewis",274.88,24.99,5,274.88
batch1_3,89098949,11/18/2018,,Mason-Cross,Short-Gonzalez,"26 764,68","2 433,15",4,2676468.0
batch1_3,99096943,10/08/2018,,Hughes-Hernandez,Walker Group,231.39,21.04,3,231.39
batch1_3,43551281,11/02/2014,,Phillips Group,Bowen-Schroeder,"2 089,23","189,93",3,208923.0
batch1_3,24048799,05/21/2014,,Rodriguez-Jackson,"Williams, Fletcher and Taylor",5.45,0.50,1,5.45
batch1_3,21097773,01/05/2020,,"Jones, Maddox and Brown",Becker Group,76.98,7.00,3,76.98
batch1_3,42242778,03/05/2017,,Roberson and Sons,"Moore, Hall and Figueroa","26 577,76","2 416,16",1,2657776.0
batch1_3,73707762,12/13/2017,,Prince-Gutierrez,Oneill Inc,"1 221,77",111.07,3,122177.0
batch1_3,40394912,03/23/2020,,Mccullough-Bradley,Cross-Estrada,"1 369,50","124,50",1,136950.0
batch1_3,54569960,12/06/2020,,Copeland-Hudson,"Jones, Butler and Olson",323.11,29.37,3,323.11
batch1_3,31007296,05/06/2016,,"Farley, Jones and Williams","Eaton, White and Turner",764.24,69.48,4,764.24
batch1_3,80036269,02/27/2018,,Mccarty-Mcgee,"Hull, Page and Perez",79 238.76,7 203.52,4,79238.76
batch1_3,62842838,08/27/2019,,"Carson, Holder and Roberts",Hill-Garcia,"20 710,80","1 882,80",2,2071080.0
batch1_3,30642722,10/06/2015,,James LLC,Peterson Inc,187.85,17.08,6,187.85
batch1_3,23894332,06/16/2015,,Hill-Perez,Mora-Manning,47 168.59,4 288.05,7,47168.59
batch1_3,45181097,02/24/2018,,"Long, Alvarez and Mendoza",Hobbs Group,500.29,45.48,3,500.29
batch1_3,65166425,11/14/2020,,Wagner PLC,Gutierrez-Williams,138.53,12.59,2,138.53
batch1_3,26363966,06/13/2016,,"Griffin, Cox and Day",Fox Inc,"323,84","29,44",2,32384.0
batch1_3,68330075,10/08/2011,,Mills-Nicholson,"Shaw, Reeves and Valdez",230.97,21.00,1,230.97
batch1_3,95566234,12/25/2012,,Gallagher-Williams,"Jones, Green and Nolan",432.22,39.29,2,432.22
batch1_3,91484809,04/05/2013,,"Ramirez, Jones and Anderson",Lopez Inc,"81 492,41","7 408,40",7,8149241.0
batch1_3,64281058,11/08/2019,,"Zuniga, Short and Jensen",Wells Ltd,15416.49,1401.50,7,15416.49
batch1_3,31137784,01/27/2015,,"Adams, French and Lee",Arnold and Sons,76.96,7.00,2,76.96
batch1_3,34287467,06/21/2017,,"Rowe, Payne and Stewart",Daniel LLC,223.01,20.27,3,223.01
batch1_3,12222347,03/18/2017,,"Gregory, Patterson and Fischer",Wilson PLC,136.13,12.38,1,136.13
batch1_3,23706524,12/15/2013,,"Carter, Boyer and Ware",Walker LLC,146.27,13.30,2,146.27
batch1_3,94292113,06/06/2016,,"Sosa, Maynard and Grimes",Johnson and Sons,962.46,87.50,4,962.46
batch1_3,72677375,08/04/2013,,"Potter, Jackson and Brooks",Gonzalez-Stephens,527.95,48.00,2,527.95
batch1_3,38248291,06/18/2012,,Campbell and Sons,Weber-Torres,305.57,27.78,6,305.57
batch1_3,58769039,07/09/2012,,"Martin, Foster and Hayes",Walters and Sons,3074.95,307.50,5,3074.95
batch1_3,13304079,11/12/2011,,"Robles, Murray and Phillips",Carter-Hill,2200.00,200.00,1,2200.0
batch1_3,96448980,04/03/2013,,Davis and Sons,Duarte Ltd,5 034.62,457.69,6,5034.62
batch1_3,43546497,08/26/2017,,Ramos-Gomez,Davis Ltd,37.05,3.37,3,37.05
batch1_3,80797635,11/22/2014,,"Franco, Richardson and Miller",Decker Group,557.40,50.67,4,557.4
batch1_3,56192997,08/16/2019,,Scott and Sons,"Ingram, Mcdaniel and Wilson","3 013,90","273,99",7,301390.0
